,Unnamed: 0,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
1956,9644,Transcend TS128GMSA720,119.2 GB,"2,750",6305,13.35,$205.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GMSA720&id=3915,NA,NA,NA,NA
1957,9648,Transcend TS128GMTS400,119.2 GB,"2,850",6127,24.57,$115.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GMTS400&id=9139,481 MBytes/Sec,143 MBytes/Sec,170 MBytes/Sec,29 MBytes/Sec
1958,9650,Transcend TS128GMTS430S,119.2 GB,"3,848",4177,108.57,$35.44,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GMTS430S&id=26766,479 MBytes/Sec,335 MBytes/Sec,233 MBytes/Sec,37 MBytes/Sec
1959,9651,Transcend TS128GMTS600,119.2 GB,"2,858",6114,43.98,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GMTS600&id=9150,NA,NA,NA,NA
1960,9652,Transcend TS128GMTS800,119.2 GB,"3,036",5774,75.99,$39.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GMTS800&id=8436,492 MBytes/Sec,157 MBytes/Sec,180 MBytes/Sec,31 MBytes/Sec
1961,9657,Transcend TS128GSSD230S,119.2 GB,"3,331",5174,135.01,$24.67,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GSSD230S&id=14345,455 MBytes/Sec,269 MBytes/Sec,191 MBytes/Sec,35 MBytes/Sec
1962,9659,Transcend TS128GSSD370,119.2 GB,"2,790",6251,41.04,$67.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GSSD370&id=8030,460 MBytes/Sec,141 MBytes/Sec,162 MBytes/Sec,29 MBytes/Sec
1963,9660,Transcend TS128GSSD370S,119.2 GB,"2,991",5864,30.35,$98.57,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GSSD370S&id=9886,452 MBytes/Sec,181 MBytes/Sec,185 MBytes/Sec,32 MBytes/Sec
1964,9662,Transcend TS128GSSD720,119.2 GB,"2,949",5943,28.0,$105.32*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS128GSSD720&id=3804,NA,NA,NA,NA
1965,9665,Transcend TS1TMTE110S,953.9 GB,"11,218",2330,208.44,$53.82,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS1TMTE110S&id=23764,"1,585 MBytes/Sec","1,108 MBytes/Sec",526 MBytes/Sec,24 MBytes/Sec
1966,9671,Transcend TS1TSSD370S,953.9 GB,"3,755",4347,10.04,$373.80*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS1TSSD370S&id=11341,403 MBytes/Sec,357 MBytes/Sec,275 MBytes/Sec,30 MBytes/Sec
1967,9676,Transcend TS240GSSD220S,223.6 GB,"3,048",5749,74.19,$41.09*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS240GSSD220S&id=12355,444 MBytes/Sec,242 MBytes/Sec,156 MBytes/Sec,24 MBytes/Sec
1968,9677,Transcend TS256GMSA370,238.5 GB,"3,368",5088,19.81,$169.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GMSA370&id=8815,410 MBytes/Sec,281 MBytes/Sec,244 MBytes/Sec,23 MBytes/Sec
1969,9685,Transcend TS256GMTS430S,238.5 GB,"3,958",3981,83.73,$47.27,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GMTS430S&id=23184,506 MBytes/Sec,356 MBytes/Sec,222 MBytes/Sec,32 MBytes/Sec
1970,9686,Transcend TS256GMTS600,238.5 GB,"3,568",4705,32.44,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GMTS600&id=9232,NA,NA,NA,NA
1971,9695,Transcend TS256GSSD320,238.5 GB,"3,423",4981,13.38,$255.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GSSD320&id=5507,NA,NA,NA,NA
1972,9696,Transcend TS256GSSD340,238.5 GB,"2,472",6721,25.76,$95.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GSSD340&id=6646,325 MBytes/Sec,207 MBytes/Sec,134 MBytes/Sec,31 MBytes/Sec
1973,9697,Transcend TS256GSSD340K,238.5 GB,"3,258",5334,19.34,$168.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GSSD340K&id=11287,428 MBytes/Sec,291 MBytes/Sec,192 MBytes/Sec,36 MBytes/Sec
1974,9699,Transcend TS256GSSD370,238.5 GB,"3,458",4908,25.21,$137.18,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GSSD370&id=7922,458 MBytes/Sec,263 MBytes/Sec,235 MBytes/Sec,32 MBytes/Sec
1975,9700,Transcend TS256GSSD370S,238.5 GB,"3,845",4179,24.34,$157.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS256GSSD370S&id=9677,463 MBytes/Sec,320 MBytes/Sec,271 MBytes/Sec,33 MBytes/Sec
1976,9703,Transcend TS32GMSA370,29.8 GB,"1,318",7796,32.96,$39.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS32GMSA370&id=10141,248 MBytes/Sec,50 MBytes/Sec,68 MBytes/Sec,19 MBytes/Sec
1977,9707,Transcend TS32GSSD370,29.8 GB,973,8177,23.17,$41.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS32GSSD370&id=10218,NA,NA,NA,NA
1978,9712,Transcend TS480GSSD220S,447.1 GB,"3,593",4648,50.96,$70.51,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS480GSSD220S&id=12253,455 MBytes/Sec,304 MBytes/Sec,233 MBytes/Sec,29 MBytes/Sec
1979,9715,Transcend TS512GMSA370,476.9 GB,"4,110",3737,16.99,$241.93*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS512GMSA370&id=9060,NA,NA,NA,NA
1980,9720,Transcend TS512GMTS430S,476.9 GB,"4,215",3591,75.52,$55.81,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS512GMTS430S&id=24342,529 MBytes/Sec,428 MBytes/Sec,249 MBytes/Sec,35 MBytes/Sec
1981,9722,Transcend TS512GMTS800,476.9 GB,"4,243",3552,16.01,$265.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS512GMTS800&id=8893,474 MBytes/Sec,383 MBytes/Sec,311 MBytes/Sec,30 MBytes/Sec
1982,9727,Transcend TS512GSSD370,476.9 GB,"4,020",3867,15.19,$264.58,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS512GSSD370&id=8165,473 MBytes/Sec,368 MBytes/Sec,284 MBytes/Sec,34 MBytes/Sec
1983,9728,Transcend TS512GSSD370S,476.9 GB,"4,382",3384,20.38,$214.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS512GSSD370S&id=9801,473 MBytes/Sec,421 MBytes/Sec,317 MBytes/Sec,34 MBytes/Sec
1984,9729,Transcend TS512GSSD720,476.9 GB,"3,528",4775,9.76,$361.62*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS512GSSD720&id=4620,NA,NA,NA,NA
1985,9730,Transcend TS64GMSA370,59.6 GB,"1,962",7272,39.93,$49.13*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GMSA370&id=9463,NA,NA,NA,NA
1986,9731,Transcend TS64GMTS400,59.6 GB,"2,134",7138,36.18,$58.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GMTS400&id=10388,NA,NA,NA,NA
1987,9732,Transcend TS64GMTS600,59.6 GB,"2,150",7118,50.01,$42.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GMTS600&id=8644,NA,NA,NA,NA
1988,9733,Transcend TS64GMTS800,59.6 GB,"2,412",6807,40.08,$60.18,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GMTS800&id=9027,473 MBytes/Sec,80 MBytes/Sec,107 MBytes/Sec,26 MBytes/Sec
1989,9736,Transcend TS64GSSD320,59.6 GB,"1,513",7630,10.12,$149.45*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GSSD320&id=5370,NA,NA,NA,NA
1990,9737,Transcend TS64GSSD340,59.6 GB,"1,167",7944,17.29,$67.48*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GSSD340&id=7244,NA,NA,NA,NA
1991,9738,Transcend TS64GSSD370,59.6 GB,"1,642",7513,28.94,$56.73*,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GSSD370&id=9082,287 MBytes/Sec,73 MBytes/Sec,81 MBytes/Sec,23 MBytes/Sec
1992,9739,Transcend TS64GSSD370S,59.6 GB,"2,025",7227,42.48,$47.68,https://www.harddrivebenchmark.net/hdd.php?hdd=Transcend%20TS64GSSD370S&id=9967,409 MBytes/Sec,83 MBytes/Sec,106 MBytes/Sec,27 MBytes/Sec
1993,9802,V Series SSD 240GB,223.6 GB,"3,290",5267,71.27,$46.16,https://www.harddrivebenchmark.net/hdd.php?hdd=V%20Series%20SSD%20240GB&id=12667,447 MBytes/Sec,322 MBytes/Sec,141 MBytes/Sec,23 MBytes/Sec
1994,9821,V4-CT128V4SSD2,119.2 GB,"1,195",7927,14.94,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=V4-CT128V4SSD2&id=510,NA,NA,NA,NA
1995,9861,Viper M.2 VP4100,931.5 GB,"29,683",461,137.76,$215.47,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VP4100&id=24988,"3,068 MBytes/Sec","2,784 MBytes/Sec","2,488 MBytes/Sec",75 MBytes/Sec
1996,9863,Viper M.2 VPN100 1TB,953.9 GB,"21,711",915,73.17,$296.71,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VPN100%201TB&id=23457,"2,542 MBytes/Sec","1,818 MBytes/Sec","1,716 MBytes/Sec",57 MBytes/Sec
1997,9864,Viper M.2 VPN100 256GB,238.5 GB,"11,720",2258,198.47,$59.05*,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VPN100%20256GB&id=23461,"1,931 MBytes/Sec",657 MBytes/Sec,699 MBytes/Sec,58 MBytes/Sec
1998,9865,Viper M.2 VPN100 2TB,1.9 TB,"22,249",850,64.04,$347.44*,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VPN100%202TB&id=24073,"2,632 MBytes/Sec","1,868 MBytes/Sec","1,777 MBytes/Sec",59 MBytes/Sec
1999,9866,Viper M.2 VPN100 512GB,476.9 GB,"17,188",1446,214.88,$79.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VPN100%20512GB&id=23735,"2,281 MBytes/Sec","1,299 MBytes/Sec","1,266 MBytes/Sec",59 MBytes/Sec
2000,9867,Viper M.2 VPN110 512GB,476.9 GB,"24,727",650,883.4,$27.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VPN110%20512GB&id=31225,"3,219 MBytes/Sec","2,003 MBytes/Sec","1,917 MBytes/Sec",66 MBytes/Sec
2001,9869,Viper M.2 VPR100,476.9 GB,"18,356",1303,98.08,$187.16*,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20M.2%20VPR100&id=26368,"2,371 MBytes/Sec","1,474 MBytes/Sec","1,405 MBytes/Sec",65 MBytes/Sec
2002,9871,Viper VP4300 1TB,953.9 GB,"40,856",184,648.61,$62.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20VP4300%201TB&id=28795,"3,843 MBytes/Sec","4,120 MBytes/Sec","3,651 MBytes/Sec",114 MBytes/Sec
2003,9872,Viper VP4300 2TB,1.9 TB,"41,557",170,415.61,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Viper%20VP4300%202TB&id=29089,"4,740 MBytes/Sec","4,295 MBytes/Sec","3,495 MBytes/Sec",110 MBytes/Sec
2004,9877,VisionTek 120GB mSATA,111.8 GB,"3,958",3982,53.16,$74.45*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20120GB%20mSATA&id=5324,NA,NA,NA,NA
2005,9879,VisionTek 240GB,223.4 GB,"5,331",2956,62.23,$85.66*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20240GB&id=8585,NA,NA,NA,NA
2006,9881,Visiontek 256GB,238.5 GB,"3,155",5540,17.53,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Visiontek%20256GB&id=14644,NA,NA,NA,NA
2007,9887,VisionTek Data Fusion 480GB,447 GB,"5,276",2962,8.91,$591.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20Data%20Fusion%20480GB&id=5977,NA,NA,NA,NA
2008,9892,VisionTek mSATA 60GB,55.9 GB,"2,564",6595,44.31,$57.87*,https://www.harddrivebenchmark.net/hdd.php?hdd=VisionTek%20mSATA%2060GB&id=5547,NA,NA,NA,NA
2009,9932,WD BLACK AN1500,1.8 TB,"25,918",582,98.41,$263.38,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20AN1500&id=27620,"2,610 MBytes/Sec","2,359 MBytes/Sec","2,455 MBytes/Sec",64 MBytes/Sec
2010,9934,WD Black NVMe 1TB,931.5 GB,"23,776",723,195.69,$121.50,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20NVMe%201TB&id=15828,"2,620 MBytes/Sec","2,037 MBytes/Sec","2,057 MBytes/Sec",61 MBytes/Sec
2011,9935,WD Black NVMe 256GB,238.5 GB,"6,178",2880,48.01,$128.66,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20NVMe%20256GB&id=13922,720 MBytes/Sec,612 MBytes/Sec,382 MBytes/Sec,47 MBytes/Sec
2012,9936,WD Black NVMe 500GB,465.8 GB,"20,518",1069,293.15,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20NVMe%20500GB&id=15778,"2,589 MBytes/Sec","1,823 MBytes/Sec","1,433 MBytes/Sec",56 MBytes/Sec
2013,9937,WD Black SN750 NVMe 1TB,931.5 GB,"24,272",684,161.82,$149.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20SN750%20NVMe%201TB&id=22890,"2,838 MBytes/Sec","2,144 MBytes/Sec","1,878 MBytes/Sec",66 MBytes/Sec
2014,9939,WD Black SN750 NVMe 250GB,232.9 GB,"14,892",1723,233.46,$63.79,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Black%20SN750%20NVMe%20250GB&id=23042,"2,273 MBytes/Sec","1,132 MBytes/Sec",772 MBytes/Sec,58 MBytes/Sec
2015,9950,WD BLACK SN770 2TB,1.8 TB,"36,438",273,229.75,$158.60,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN770%202TB&id=30517,"3,625 MBytes/Sec","3,957 MBytes/Sec","3,433 MBytes/Sec",93 MBytes/Sec
2016,9954,WD BLACK SN850 2TB,1.8 TB,"42,283",154,272.81,$154.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850%202TB&id=27349,"4,442 MBytes/Sec","3,865 MBytes/Sec","3,711 MBytes/Sec",96 MBytes/Sec
2017,9962,WD BLACK SN850X NVMe 1000GB,931.5 GB,"48,221",58,301.4,$159.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%201000GB&id=31762,"5,695 MBytes/Sec","4,821 MBytes/Sec","3,931 MBytes/Sec",102 MBytes/Sec
2018,9963,WD BLACK SN850X NVMe 2000GB,1.8 TB,"53,452",26,184.32,$289.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%202000GB&id=31905,"6,232 MBytes/Sec","5,382 MBytes/Sec","4,478 MBytes/Sec",105 MBytes/Sec
2019,9964,WD BLACK SN850X NVMe 4000GB,3.6 TB,"53,513",25,76.45,$699.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%204000GB&id=31881,"6,248 MBytes/Sec","5,431 MBytes/Sec","4,711 MBytes/Sec",114 MBytes/Sec
2020,9965,WD BLACK SN850X NVMe HS 1000GB,931.5 GB,"48,711",55,270.63,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%20HS%201000GB&id=31895,"5,795 MBytes/Sec","4,944 MBytes/Sec","3,951 MBytes/Sec",102 MBytes/Sec
2021,9966,WD BLACK SN850X NVMe HS 2000GB,1.8 TB,"49,837",47,160.77,$309.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20BLACK%20SN850X%20NVMe%20HS%202000GB&id=32014,"5,744 MBytes/Sec","4,926 MBytes/Sec","4,309 MBytes/Sec",100 MBytes/Sec
2022,9969,WD Blue SA510 2.5 1TB,931.5 GB,"3,363",5100,41.53,$80.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%202.5%201TB&id=31876,478 MBytes/Sec,387 MBytes/Sec,141 MBytes/Sec,21 MBytes/Sec
2023,9970,WD Blue SA510 2.5 250GB,232.9 GB,"3,158",5528,48.59,$64.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%202.5%20250GB&id=32236,453 MBytes/Sec,309 MBytes/Sec,132 MBytes/Sec,23 MBytes/Sec
2024,9971,WD Blue SA510 2.5 500GB,465.8 GB,"4,214",3593,113.91,$36.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%202.5%20500GB&id=31469,548 MBytes/Sec,452 MBytes/Sec,199 MBytes/Sec,24 MBytes/Sec
2025,9973,WD Blue SA510 M.2 2280 500GB,465.8 GB,"3,709",4436,112.44,$32.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SA510%20M.2%202280%20500GB&id=31625,522 MBytes/Sec,433 MBytes/Sec,118 MBytes/Sec,23 MBytes/Sec
2026,9974,WD Blue SN550 NVMe SSD 1TB,931.5 GB,"18,148",1329,116.33,$156.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN550%20NVMe%20SSD%201TB&id=25164,"2,328 MBytes/Sec","1,761 MBytes/Sec","1,050 MBytes/Sec",49 MBytes/Sec
2027,9975,WD Blue SN550 NVMe SSD 250GB,232.9 GB,"12,117",2203,505.07,$23.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN550%20NVMe%20SSD%20250GB&id=25414,"2,163 MBytes/Sec",826 MBytes/Sec,419 MBytes/Sec,45 MBytes/Sec
2028,9976,WD Blue SN550 NVMe SSD 500GB,465.8 GB,"16,318",1543,179.34,$90.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN550%20NVMe%20SSD%20500GB&id=25305,"2,240 MBytes/Sec","1,588 MBytes/Sec",785 MBytes/Sec,48 MBytes/Sec
2029,9977,WD Blue SN570 1TB,931.5 GB,"25,957",580,288.44,$89.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%201TB&id=29620,"3,241 MBytes/Sec","2,420 MBytes/Sec","1,917 MBytes/Sec",79 MBytes/Sec
2030,9979,WD Blue SN570 250GB,232.9 GB,"17,328",1436,866.85,$19.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%20250GB&id=30081,"2,877 MBytes/Sec","1,065 MBytes/Sec","1,023 MBytes/Sec",70 MBytes/Sec
2031,9982,WD Blue SN570 500GB,465.8 GB,"22,981",782,534.58,$42.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN570%20500GB&id=29624,"3,126 MBytes/Sec","1,984 MBytes/Sec","1,529 MBytes/Sec",73 MBytes/Sec
2032,9984,WD Blue SN580 1TB,931.5 GB,"34,751",329,695.16,$49.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Blue%20SN580%201TB&id=35346,"3,843 MBytes/Sec","3,845 MBytes/Sec","3,521 MBytes/Sec",98 MBytes/Sec
2033,9990,WD Green 2.5 240GB,223.6 GB,"2,512",6662,76.14,$32.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%202.5%20240GB&id=30999,438 MBytes/Sec,245 MBytes/Sec,53 MBytes/Sec,15 MBytes/Sec
2034,9991,WD Green 2.5 480GB,447.1 GB,"2,908",6015,89.52,$32.49,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%202.5%20480GB&id=31101,444 MBytes/Sec,330 MBytes/Sec,74 MBytes/Sec,17 MBytes/Sec
2035,9993,WD Green M.2 2280 240GB,223.6 GB,"2,645",6470,82.69,$31.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20M.2%202280%20240GB&id=31882,519 MBytes/Sec,231 MBytes/Sec,53 MBytes/Sec,17 MBytes/Sec
2036,9994,WD Green M.2 2280 480GB,447.1 GB,"3,430",4966,98.04,$34.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20M.2%202280%20480GB&id=32759,525 MBytes/Sec,431 MBytes/Sec,79 MBytes/Sec,17 MBytes/Sec
2037,9995,WD Green SN350 1TB,931.5 GB,"24,653",653,417.86,$59.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20SN350%201TB&id=29655,"3,157 MBytes/Sec","2,177 MBytes/Sec","1,887 MBytes/Sec",73 MBytes/Sec
2038,9996,WD Green SN350 2TB,1.8 TB,"25,831",591,184.52,$139.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Green%20SN350%202TB&id=30678,"3,073 MBytes/Sec","2,267 MBytes/Sec","2,278 MBytes/Sec",75 MBytes/Sec
2039,10037,WD Red SN700 500GB,465.8 GB,"23,841",719,449.92,$52.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WD%20Red%20SN700%20500GB&id=31086,"3,159 MBytes/Sec","1,900 MBytes/Sec","1,579 MBytes/Sec",72 MBytes/Sec
2040,10105,WDC PC SN530 SDBPMPZ-1T00,953.9 GB,"14,536",1781,37.38,$388.86*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN530%20SDBPMPZ-1T00&id=27843,"2,049 MBytes/Sec","1,334 MBytes/Sec",792 MBytes/Sec,34 MBytes/Sec
2041,10115,WDC PC SN530 SDBPTPZ-1T00,953.9 GB,"17,413",1423,43.68,$398.68*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN530%20SDBPTPZ-1T00&id=27967,"2,348 MBytes/Sec","1,835 MBytes/Sec",755 MBytes/Sec,38 MBytes/Sec
2042,10122,WDC PC SN720 NVMe 1TB SDAPNTW,953.9 GB,"24,229",690,512.89,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN720%20NVMe%201TB%20SDAPNTW&id=23714,"2,650 MBytes/Sec","2,228 MBytes/Sec","2,099 MBytes/Sec",48 MBytes/Sec
2043,10132,WDC PC SN730 SDBPNTY-1T00,953.9 GB,"23,599",735,157.38,$149.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN730%20SDBPNTY-1T00&id=25796,"2,780 MBytes/Sec","2,086 MBytes/Sec","1,802 MBytes/Sec",59 MBytes/Sec
2044,10138,WDC PC SN810 SDCPNRY 1TB,953.9 GB,"40,614",188,456.34,$89.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20PC%20SN810%20SDCPNRY%201TB&id=29426,"4,753 MBytes/Sec","3,806 MBytes/Sec","3,587 MBytes/Sec",92 MBytes/Sec
2045,10141,WDC SN810 NVMe 2TB,1.9 TB,"39,016",223,170.38,$229.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20SN810%20NVMe%202TB&id=29653,"4,372 MBytes/Sec","3,440 MBytes/Sec","3,520 MBytes/Sec",93 MBytes/Sec
2046,10151,WDC WD1000CHTZ,931.5 GB,"1,314",7801,24.33,$54.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1000CHTZ&id=3290,176 MBytes/Sec,176 MBytes/Sec,18 MBytes/Sec,1 MBytes/Sec
2047,10152,WDC WD1000DHTZ,931.5 GB,"1,303",7811,5.64,$230.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1000DHTZ&id=2955,186 MBytes/Sec,175 MBytes/Sec,19 MBytes/Sec,1 MBytes/Sec
2048,10154,WDC WD1000FYPS,146.5 GB,415,9656,4.66,$89.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1000FYPS&id=1974,NA,NA,NA,NA
2049,10155,WDC WD1001FAES,931.5 GB,751,8527,4.2,$179.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1001FAES&id=257,105 MBytes/Sec,102 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
2050,10156,WDC WD1001FALS,931.5 GB,683,8706,32.14,$21.24,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1001FALS&id=6,97 MBytes/Sec,89 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2051,10158,WDC WD1002F9YZ,931.5 GB,"1,128",7997,6.81,$165.75*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1002F9YZ&id=7379,NA,NA,NA,NA
2052,10159,WDC WD1002FAEX,931.5 GB,"1,216",7902,21.72,$55.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1002FAEX&id=30,174 MBytes/Sec,161 MBytes/Sec,30 MBytes/Sec,1 MBytes/Sec
2053,10160,WDC WD1002FBYS,931.5 GB,720,8603,6.86,$105.00,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1002FBYS&id=867,99 MBytes/Sec,96 MBytes/Sec,8 MBytes/Sec,1 MBytes/Sec
2054,10161,WDC WD1003FBYX,931.5 GB,848,8353,23.57,$35.99,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1003FBYX&id=541,117 MBytes/Sec,114 MBytes/Sec,9 MBytes/Sec,1 MBytes/Sec
2055,10162,WDC WD1003FBYZ,931.5 GB,882,8302,22.05,$39.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1003FBYZ&id=6572,126 MBytes/Sec,121 MBytes/Sec,9 MBytes/Sec,1 MBytes/Sec
2056,10163,WDC WD1003FZEX,931.5 GB,"1,086",8046,10.87,$99.98,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1003FZEX&id=6265,163 MBytes/Sec,138 MBytes/Sec,10 MBytes/Sec,1 MBytes/Sec
2057,10164,WDC WD1004FBYZ,931.5 GB,"1,198",7920,23.96,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1004FBYZ&id=13666,NA,NA,NA,NA
2058,10165,WDC WD1005FBYZ,931.5 GB,"1,261",7850,15.79,$79.86,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD1005FBYZ&id=14183,177 MBytes/Sec,173 MBytes/Sec,12 MBytes/Sec,1 MBytes/Sec
2059,10170,WDC WD10EACS,931.5 GB,583,9051,29.14,$20.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=WDC%20WD10EACS&id=728,82 MBytes/Sec,80 MBytes/Sec,7 MBytes/Sec,1 MBytes/Sec
