,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien
328,AMD Athlon LE-1600,412,4030,19.63,$21.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+LE-1600&id=187
329,AMD Athlon LE-1620,421,4020,23.40,$18.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+LE-1620&id=188
330,AMD Athlon LE-1640,430,4008,4.78,$89.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+LE-1640&id=189
353,AMD Athlon X2 280,"1,327",3087,39.63,$33.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+280&id=2177
354,AMD Athlon X2 340 Dual Core,"1,301",3107,13.70,$94.97*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+340+Dual+Core&id=1994
359,AMD Athlon X2 Dual Core BE-2300,570,3869,6.34,$89.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X2+Dual+Core+BE-2300&id=201
364,AMD Athlon X3 435,"1,781",2778,18.65,$95.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X3+435&id=211
365,AMD Athlon X3 440,"1,438",3015,16.35,$87.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X3+440&id=1532
369,AMD Athlon X4 620,"1,810",2760,27.87,$64.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+620&id=212
372,AMD Athlon X4 740 Quad Core,"2,684",2274,268.37,$10.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+740+Quad+Core&id=1789
373,AMD Athlon X4 750 Quad Core,"2,459",2373,25.95,$94.75*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+750+Quad+Core&id=2500
374,AMD Athlon X4 750K Quad Core,"2,834",2211,14.88,$190.44*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+750K+Quad+Core&id=1801
375,AMD Athlon X4 760K Quad Core,"2,939",2174,193.33,$15.20,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+760K+Quad+Core&id=1997
376,AMD Athlon X4 830,"2,901",2191,14.34,$202.32*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+830&id=3190
377,AMD Athlon X4 840,"3,310",2017,26.49,$124.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+840&id=2463
378,AMD Athlon X4 845,"3,803",1856,107.31,$35.44,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+845&id=2721
380,AMD Athlon X4 860K,"3,415",1968,166.59,$20.50,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+860K&id=2362
381,AMD Athlon X4 870K,"3,385",1983,98.97,$34.20,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+870K&id=2724
382,AMD Athlon X4 880K,"3,635",1907,38.42,$94.61,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+880K&id=2747
383,AMD Athlon X4 950,"3,580",1920,137.73,$25.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+950&id=3078
387,AMD Athlon XP 1700+,176,4358,3.44,$51.25*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+1700%2B&id=49
388,AMD Athlon XP 1800+,195,4325,3.83,$50.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+1800%2B&id=221
389,AMD Athlon XP 1900+,203,4311,4.44,$45.80*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+1900%2B&id=222
390,AMD Athlon XP 2000+,195,4326,3.31,$58.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2000%2B&id=223
391,AMD Athlon XP 2100+,210,4299,3.30,$63.75*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2100%2B&id=224
392,AMD Athlon XP 2200+,214,4297,2.52,$84.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2200%2B&id=225
393,AMD Athlon XP 2400+,234,4272,2.93,$79.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2400%2B&id=226
395,AMD Athlon XP 2600+,242,4254,10.52,$23.03*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2600%2B&id=228
396,AMD Athlon XP 2700+,256,4233,3.02,$84.79*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2700%2B&id=229
399,AMD Athlon XP 3000+,262,4229,3.29,$79.70*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+3000%2B&id=231
429,AMD E2-3000M APU,674,3758,15.67,$42.98*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+E2-3000M+APU&id=252
430,AMD E2-3200 APU,953,3451,119.23,$7.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+E2-3200+APU&id=253
450,AMD EPYC 3251,"13,862",733,44.01,$315.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+3251&id=3583
452,AMD EPYC 7232P,"17,017",589,38.89,$437.59,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7232P&id=3718
453,AMD EPYC 7251,"14,935",676,40.15,$372.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7251&id=3196
454,AMD EPYC 7252,"19,411",496,50.83,$381.92,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7252&id=4366
455,AMD EPYC 7262,"20,795",447,42.69,$487.10,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7262&id=3636
456,AMD EPYC 7272,"25,568",306,42.68,$599.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7272&id=3731
457,AMD EPYC 7281,"21,981",405,21.98,$999.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7281&id=3130
458,AMD EPYC 7282,"29,496",226,59.59,$495.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7282&id=3625
459,AMD EPYC 72F3,"27,252",270,10.24,"$2,660.10",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+72F3&id=4641
460,AMD EPYC 7301,"14,991",673,9.99,"$1,499.98*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7301&id=3427
461,AMD EPYC 7302,"32,936",181,58.03,$567.58,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7302&id=3650
462,AMD EPYC 7302P,"32,734",187,38.56,$849.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7302P&id=3610
463,AMD EPYC 7313,"40,605",131,35.26,"$1,151.55",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7313&id=4443
464,AMD EPYC 7313P,"42,032",122,46.04,$913.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7313P&id=4407
465,AMD EPYC 7343,"44,189",111,25.99,"$1,699.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7343&id=4388
466,AMD EPYC 7351,"23,566",353,36.31,$649.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7351&id=3411
467,AMD EPYC 7351P,"25,706",302,85.69,$300.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7351P&id=3124
468,AMD EPYC 7352,"39,955",133,42.06,$949.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7352&id=4500
469,AMD EPYC 7371,"31,094",203,50.97,$609.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7371&id=3387
470,AMD EPYC 73F3,"46,085",103,11.62,"$3,966.35",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+73F3&id=4403
471,AMD EPYC 7401P,"28,282",246,141.42,$199.98,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7401P&id=3118
472,AMD EPYC 7402,"47,648",94,31.94,"$1,492.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7402&id=3713
473,AMD EPYC 7402P,"42,899",119,48.27,$888.76,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7402P&id=3591
474,AMD EPYC 7413,"50,223",79,25.14,"$1,997.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7413&id=4346
475,AMD EPYC 7443,"54,870",66,24.59,"$2,230.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7443&id=4708
476,AMD EPYC 7443P,"57,642",56,34.23,"$1,683.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7443P&id=4391
477,AMD EPYC 7451,"20,471",459,20.49,$999.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7451&id=3164
478,AMD EPYC 7452,"48,379",89,35.86,"$1,349.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7452&id=3600
479,AMD EPYC 7453,"50,575",78,29.27,"$1,727.68",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7453&id=4663
481,AMD EPYC 74F3,"60,577",47,19.88,"$3,047.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+74F3&id=4560
482,AMD EPYC 7501,"24,925",318,6.89,"$3,616.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7501&id=3153
483,AMD EPYC 7502,"45,839",104,52.39,$875.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7502&id=3880
484,AMD EPYC 7502P,"49,887",81,29.35,"$1,699.96",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7502P&id=3538
485,AMD EPYC 7513,"59,988",50,21.12,"$2,840.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7513&id=4383
486,AMD EPYC 7532,"53,139",70,27.13,"$1,959.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7532&id=4482
487,AMD EPYC 7542,"52,034",75,40.09,"$1,298.06",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7542&id=3604
488,AMD EPYC 7543,"56,562",60,15.04,"$3,761.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7543&id=4404
489,AMD EPYC 7543P,"66,608",36,28.34,"$2,350.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7543P&id=4508
490,AMD EPYC 7551,"21,600",419,36.74,$588.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7551&id=3089
491,AMD EPYC 7551P,"39,349",135,106.81,$368.41,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7551P&id=3215
492,AMD EPYC 7552,"51,104",76,28.74,"$1,778.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7552&id=3822
494,AMD EPYC 7573X,"70,868",27,14.28,"$4,962.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7573X&id=4959
495,AMD EPYC 75F3,"68,505",32,13.70,"$4,999.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+75F3&id=4416
496,AMD EPYC 7601,"42,244",121,29.54,"$1,429.99",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7601&id=3142
497,AMD EPYC 7642,"60,047",49,50.67,"$1,185.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7642&id=4336
498,AMD EPYC 7643,"76,455",20,16.80,"$4,550.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7643&id=4205
499,AMD EPYC 7662,"73,321",26,18.33,"$3,999.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7662&id=4251
500,AMD EPYC 7702,"69,872",29,68.98,"$1,013.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7702&id=3719
501,AMD EPYC 7702P,"62,670",41,33.02,"$1,898.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7702P&id=3555
502,AMD EPYC 7713,"83,473",13,25.30,"$3,299.99",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7713&id=4206
503,AMD EPYC 7713P,"83,439",14,21.67,"$3,850.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7713P&id=4714
504,AMD EPYC 7742,"68,121",34,32.47,"$2,098.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7742&id=3547
505,AMD EPYC 7763,"86,194",11,34.56,"$2,494.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7763&id=4207
506,AMD EPYC 7773X,"91,209",8,18.25,"$4,999.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7773X&id=4884
510,AMD EPYC 7F32,"23,311",356,9.45,"$2,465.51*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7F32&id=3852
511,AMD EPYC 7F52,"41,023",127,13.23,"$3,100.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7F52&id=3753
512,AMD EPYC 7H12,"69,633",30,18.72,"$3,719.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7H12&id=3618
519,AMD EPYC 9124,"43,698",114,24.32,"$1,797.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+9124&id=5451
520,AMD EPYC 9174F,"55,485",64,11.92,"$4,654.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+9174F&id=5381
525,AMD EPYC 9454P,"96,088",7,20.90,"$4,598.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+9454P&id=5596
528,AMD EPYC 9554P,"109,858",2,15.46,"$7,104.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+9554P&id=5599
529,AMD EPYC 9654,"126,045",1,18.84,"$6,690.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+9654&id=5088
530,AMD EPYC 9654P,"108,963",3,10.26,"$10,625.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+9654P&id=5575
533,AMD FX-4100 Quad-Core,"2,588",2312,161.88,$15.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4100+Quad-Core&id=255
534,AMD FX-4130 Quad-Core,"2,663",2281,133.62,$19.93,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4130+Quad-Core&id=1807
536,AMD FX-4170 Quad-Core,"3,061",2117,133.38,$22.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4170+Quad-Core&id=256
537,AMD FX-4200 Quad-Core,"3,109",2095,51.86,$59.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4200+Quad-Core&id=2118
538,AMD FX-4300 Quad-Core,"2,976",2159,182.33,$16.32,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4300+Quad-Core&id=1814
540,AMD FX-4330,"3,098",2101,4.22,$733.50*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4330&id=2665
541,AMD FX-4350 Quad-Core,"3,290",2024,35.75,$92.02,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-4350+Quad-Core&id=1929
542,AMD FX-6100 Six-Core,"3,673",1897,131.42,$27.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-6100+Six-Core&id=257
543,AMD FX-6120 Six-Core,"3,861",1833,66.54,$58.02,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-6120+Six-Core&id=258
545,AMD FX-6200 Six-Core,"4,075",1787,113.42,$35.93,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-6200+Six-Core&id=259
546,AMD FX-6300 Six-Core,"4,196",1756,85.84,$48.88,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-6300+Six-Core&id=1781
548,AMD FX-6350 Six-Core,"4,533",1679,85.80,$52.83,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-6350+Six-Core&id=1910
554,AMD FX-8100 Eight-Core,"3,930",1816,40.10,$98.02,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8100+Eight-Core&id=260
555,AMD FX-8120 Eight-Core,"4,638",1654,119.08,$38.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8120+Eight-Core&id=261
556,AMD FX-8140 Eight-Core,"4,860",1618,32.65,$148.86*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8140+Eight-Core&id=262
557,AMD FX-8150 Eight-Core,"5,246",1555,117.51,$44.64,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8150+Eight-Core&id=263
558,AMD FX-8300 Eight-Core,"5,299",1543,88.34,$59.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8300+Eight-Core&id=1825
559,AMD FX-8310 Eight-Core,"5,128",1573,6.17,$831.15*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8310+Eight-Core&id=2393
560,AMD FX-8320 Eight-Core,"5,435",1513,112.25,$48.42,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8320+Eight-Core&id=1782
561,AMD FX-8320E Eight-Core,"5,081",1589,38.49,$132.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8320E+Eight-Core&id=2374
562,AMD FX-8350 Eight-Core,"6,042",1406,54.79,$110.26,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8350+Eight-Core&id=1780
563,AMD FX-8370 Eight-Core,"6,203",1368,31.01,$200.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8370+Eight-Core&id=2347
564,AMD FX-8370E Eight-Core,"5,324",1537,211.77,$25.14*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-8370E+Eight-Core&id=2367
567,AMD FX-9370 Eight-Core,"6,088",1392,50.73,$120.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-9370+Eight-Core&id=1989
568,AMD FX-9590 Eight-Core,"6,754",1274,26.82,$251.85,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-9590+Eight-Core&id=2014
571,AMD FX-B4150 Quad-Core,"3,369",1991,37.57,$89.68*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+FX-B4150+Quad-Core&id=1843
594,AMD Opteron 1212,593,3842,2.04,$290.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1212&id=526
596,AMD Opteron 1214,696,3720,7.72,$90.18,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1214&id=528
598,AMD Opteron 1216,781,3624,14.23,$54.85*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1216&id=529
604,AMD Opteron 1352,"1,547",2936,11.38,$135.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1352&id=1403
605,AMD Opteron 1354,"1,449",3004,6.09,$238.01*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1354&id=1404
606,AMD Opteron 1356,"1,703",2828,18.92,$89.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1356&id=1405
608,AMD Opteron 1385,"1,898",2707,42.19,$45.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+1385&id=2315
610,AMD Opteron 144,316,4149,10.55,$29.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+144&id=1562
611,AMD Opteron 146,346,4102,9.88,$35.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+146&id=270
613,AMD Opteron 150,393,4059,1.11,$352.94,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+150&id=1563
616,AMD Opteron 165,531,3916,0.61,$868.54*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+165&id=516
619,AMD Opteron 180,746,3663,6.22,$119.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+180&id=519
621,AMD Opteron 2218,"1,036",3354,2.28,$455.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2218&id=537
622,AMD Opteron 2220,"1,106",3288,0.85,"$1,297.83",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2220&id=1616
623,AMD Opteron 2220 SE,909,3485,36.35,$25.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2220+SE&id=1460
624,AMD Opteron 2222,"1,198",3197,63.08,$19.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2222&id=1911
625,AMD Opteron 2354,"1,509",2964,5.29,$285.19*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2354&id=2031
626,AMD Opteron 2356,"1,733",2813,21.67,$79.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2356&id=1746
628,AMD Opteron 2378,"1,864",2726,128.65,$14.49*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2378&id=1407
629,AMD Opteron 2384,"2,074",2596,1.78,"$1,166.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2384&id=1750
632,AMD Opteron 2427,"1,995",2639,36.28,$55.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2427&id=1408
633,AMD Opteron 2431,"2,936",2177,117.48,$24.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2431&id=1753
634,AMD Opteron 2435,"3,061",2119,279.52,$10.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+2435&id=1875
636,AMD Opteron 270,736,3678,2.72,$270.75*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+270&id=1436
637,AMD Opteron 275,839,3554,5.60,$149.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+275&id=521
638,AMD Opteron 280,765,3637,2.89,$264.85,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+280&id=522
639,AMD Opteron 285,956,3447,38.30,$24.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+285&id=523
640,AMD Opteron 290,952,3452,7.05,$135.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+290&id=524
641,AMD Opteron 3250 HE,"2,061",2603,20.82,$99.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+3250+HE&id=3445
643,AMD Opteron 3280,"3,723",1881,51.70,$72.02,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+3280&id=276
644,AMD Opteron 3320 EE,"1,918",2686,4.35,$441.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+3320+EE&id=2791
645,AMD Opteron 3350 HE,"2,825",2216,8.91,$317.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+3350+HE&id=1931
647,AMD Opteron 3380,"4,134",1769,5.11,$809.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+3380&id=1892
648,AMD Opteron 4130,"2,347",2438,10.21,$229.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4130&id=2782
649,AMD Opteron 4162 EE,"2,058",2606,102.97,$19.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4162+EE&id=2477
650,AMD Opteron 4170 HE,"2,382",2417,7.22,$329.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4170+HE&id=1565
652,AMD Opteron 4184,"2,872",2202,151.24,$18.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4184&id=278
653,AMD Opteron 4226,"3,400",1975,35.81,$94.96*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4226&id=1882
654,AMD Opteron 4274 HE,"5,776",1442,75.05,$76.96*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4274+HE&id=279
655,AMD Opteron 4280,"4,504",1682,47.41,$94.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4280&id=2148
656,AMD Opteron 4284,"4,665",1648,46.54,$100.25,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4284&id=1862
657,AMD Opteron 4332 HE,"3,906",1823,7.04,$554.92*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4332+HE&id=2593
658,AMD Opteron 4334,"3,949",1813,30.39,$129.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4334&id=2733
660,AMD Opteron 4386,"4,378",1714,9.52,$459.94*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+4386&id=2264
661,AMD Opteron 6128,"2,826",2215,10.50,$269.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6128&id=280
663,AMD Opteron 6136,"3,381",1985,9.69,$349.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6136&id=1941
665,AMD Opteron 6172,"2,615",2299,13.08,$199.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6172&id=282
666,AMD Opteron 6174,"3,697",1890,4.98,$742.52,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6174&id=1916
667,AMD Opteron 6176 SE,"3,564",1924,14.26,$249.89*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6176+SE&id=1568
668,AMD Opteron 6212,"4,007",1803,29.81,$134.40,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6212&id=1905
669,AMD Opteron 6220,"4,753",1632,21.59,$220.11,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6220&id=1980
670,AMD Opteron 6234,"4,072",1789,9.03,$450.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6234&id=283
671,AMD Opteron 6238,"5,625",1470,161.55,$34.82,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6238&id=2445
672,AMD Opteron 6272,"5,240",1559,17.53,$298.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6272&id=1569
673,AMD Opteron 6274,"5,643",1467,7.43,$759.11,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6274&id=284
674,AMD Opteron 6276,"6,245",1362,31.43,$198.69,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6276&id=1880
676,AMD Opteron 6282 SE,"6,385",1333,8.29,$770.11,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6282+SE&id=1846
678,AMD Opteron 6328,"5,306",1540,7.42,$715.11,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6328&id=1982
679,AMD Opteron 6344,"6,069",1398,110.44,$54.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6344&id=1978
680,AMD Opteron 6348,"7,850",1114,7.14,"$1,100.11",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6348&id=1903
681,AMD Opteron 6366 HE,"5,613",1475,7.28,$770.73*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6366+HE&id=2204
682,AMD Opteron 6376,"5,572",1481,3.36,"$1,657.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6376&id=2000
683,AMD Opteron 6378,"5,889",1425,5.35,"$1,100.11",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6378&id=2482
684,AMD Opteron 6380,"6,738",1278,6.16,"$1,094.61",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6380&id=2498
685,AMD Opteron 6386 SE,"8,320",1064,9.45,$880.11,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+6386+SE&id=2294
686,AMD Opteron 8439 SE,"2,479",2366,0.68,"$3,647.35*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+Opteron+8439+SE&id=1851
